window_size,window_acc,global_acc,macro_f1,global_samples
100,0.9,0.8615658362989324,0.841258581235698,28100
100,0.94,0.8618439716312056,0.8565656565656566,28200
100,0.96,0.8621908127208481,0.7047086247086247,28300
100,0.9,0.8623239436619718,0.6533348477964561,28400
100,0.93,0.862561403508772,0.6828113962797269,28500
100,0.91,0.8627272727272727,0.6650785400785402,28600
100,0.88,0.8627874564459931,0.6161015519568152,28700
100,0.92,0.8629861111111111,0.6717269670289805,28800
100,0.98,0.8633910034602076,0.9542181069958847,28900
100,0.97,0.8637586206896551,0.9421809011636739,29000
100,0.96,0.8640893470790378,0.9433719433719433,29100
100,0.96,0.8644178082191781,0.888527284681131,29200
100,0.96,0.8647440273037542,0.9457516339869282,29300
100,0.92,0.8649319727891156,0.6761583861874559,29400
100,0.88,0.8649830508474576,0.6323352262949578,29500
100,0.94,0.8652364864864864,0.6640209394453876,29600
100,0.97,0.8655892255892256,0.9463250709088666,29700
100,0.95,0.8658724832214765,0.7034387181446005,29800
100,0.87,0.8658862876254181,0.6258064516129033,29900
100,0.85,0.8658333333333333,0.6185344827586208,30000
100,0.65,0.8651162790697674,0.5019696089818041,30100
100,0.4,0.8635761589403973,0.2589013421890134,30200
100,0.41,0.8620792079207921,0.2312007052679749,30300
100,0.5,0.8608881578947368,0.25,30400
100,0.49,0.8596721311475409,0.31385281385281383,30500
100,0.63,0.858921568627451,0.6161510070652747,30600
100,0.77,0.8586319218241042,0.4927783251231528,30700
100,0.87,0.8586688311688312,0.7388546798029557,30800
100,0.84,0.8586084142394822,0.80496111153062,30900
100,0.87,0.8586451612903225,0.7501910606762391,31000
100,0.93,0.8588745980707395,0.9003833736884584,31100
100,0.95,0.8591666666666666,0.858899808899809,31200
100,0.94,0.8594249201277955,0.9254801287175388,31300
100,0.94,0.8596815286624204,0.911126893939394,31400
100,0.95,0.8599682539682539,0.9194122694122694,31500
100,0.96,0.8602848101265823,0.9320544320544321,31600
100,0.95,0.8605678233438486,0.9272946859903382,31700
100,0.93,0.8607861635220125,0.8353030303030302,31800
100,0.95,0.8610658307210032,0.9092039800995025,31900
100,0.93,0.86128125,0.7747126436781608,32000
100,0.93,0.8614953271028037,0.809353146853147,32100
100,0.95,0.8617701863354037,0.9327655181313717,32200
100,0.92,0.8619504643962849,0.8768049024146586,32300
100,0.95,0.8622222222222222,0.7132357413677743,32400
100,0.92,0.8624,0.7603714351805955,32500
100,0.98,0.862760736196319,0.9527206370272063,32600
100,0.91,0.8629051987767584,0.9008993624772312,32700
100,0.83,0.8628048780487805,0.5997296456218151,32800
100,0.95,0.8630699088145897,0.9483766233766234,32900
100,0.92,0.8632424242424243,0.8494775339602925,33000
100,0.92,0.8634138972809667,0.8461705264983954,33100
100,0.98,0.8637650602409639,0.974052899848464,33200
100,0.95,0.864024024024024,0.8992593233538115,33300
100,0.95,0.8642814371257485,0.862726361447589,33400
100,0.94,0.8645074626865672,0.8076947515567416,33500
100,0.94,0.8647321428571428,0.9024359472049689,33600
100,0.95,0.8649851632047477,0.9042708703725654,33700
100,0.95,0.8652366863905325,0.8643671143671143,33800
100,0.89,0.8653097345132743,0.8096451238044158,33900
100,0.97,0.8656176470588235,0.91221754257462,34000
100,0.97,0.8659237536656892,0.9456704851752021,34100
100,0.94,0.866140350877193,0.8759920634920636,34200
100,0.93,0.8663265306122448,0.9149703609232298,34300
100,0.94,0.8665406976744187,0.943552911006932,34400
100,0.95,0.8667826086956522,0.9446216315983758,34500
100,0.97,0.8670809248554914,0.8949441056910569,34600
100,0.92,0.8672334293948126,0.8980679451267686,34700
